CourseId,Review,Label
ageing,This is an interesting topic which I have never really given a thought before. Eye-opening and really make you think,4
ageing,It is a wonderful COURSE,5
ageing,I thought this was an excellent course that looked at trends in aging populations from many perspectives. The reflections were thought provoking and the assignments helped reinforce a serious approach to the course.,5
ageing,TOO MUCH Peer rating too little hard information,1
algorithmic-thinking-1,Application assignment is a must-do for students taking this course. The second computer network application is very a rewarding one for me to finish with gains on concepts of graph as well as programming stretch with my hands dirty.,5
algorithmic-thinking-1,great course,5
algorithmic-thinking-1,"coursea does not allow me to quit the class. Also, I cannot do the homework or watch video at my own pace.",1
algorithmic-thinking-1,"Great class, very well constructed. Professors are very knowledgeable and the course materials are well designed. I started from the very beginning of the class knowing very little about python and algorithm, by this class I'm pretty comfortable coding in python. And I got to apply what I've learned in my interview for jobs. Definitely a great class! Learned a lot, and still applying it in my job.",5
algorithmic-thinking-1,"Compared to the previous courses in this specialization I found this a tough course. Calculating the big-O for yourself wasn't easy. The descriptions of the applications #1 and #2 were not very clear to me at the start (probably because English is not my first language). Some sentences I had to read several times before I understand what was asked. But the things I learned are useful and I am definitely sure that what I have learned here I can use in my work as software engineer. Thank you Luay, Scott and Joe for another excellent course.",5
algorithmic-thinking-1,"Too much bla, bla, bla. Very slowly, very boring.",3
algorithmic-thinking-1,A course I enjoy very much!,5
algorithmic-thinking-1,"The applications were too time consuming. Please consider adding a tool that makes graphing easier. The course itself was very good and engaging and without us knowing it, would teach core fundamentals of computing through the coding exercises.",4
algorithmic-thinking-1,"It takes some serious dedication to understand and apply the material if math and computation are foreign to you, like they were for me. But if you apply that dedication, the material is accessible and the feeling of accomplishment is tremendous. Great class/teaching.",5
algorithmic-thinking-1,optimization and fragmentation..algos arithmos olokliroma..fractal resilience..,5
algorithmic-thinking-1,"One of the best course offered by coursera, helps you to develop very strong basics if new,.",5
algorithmic-thinking-1,"Project is interesting, bu the video lecture is kind of repetitive and does not cover much",4
algorithmic-thinking-1,"The transition from the original Coursera platform to the new one has significantly reduced my overall satisfaction with the course experience (I have previously taken the 4 earlier Rice courses in this series and enjoyed them immensely).Major contributing factors to my dissatisfaction:-- The user interface changes are unwelcome and have detracted from my ability to engage with the material.-- There have been arbitrary (and unannounced) changes to polices, e.g. dropping distinction grading.-- The price increase per course and locking down of assignments to only those who have paid has unfortunate side effects, including.-- In contrast to previous courses in this series which had an active community engagement the discussion forums are now relatively empty, running the courses more often is not going to help this situation.Having previously been an unpaid evangelist for the Coursera approach and materials I now find myself extremely reluctant to recommend this revised experience to colleagues.",1
algorithmic-thinking-1,"I found the material of this course to be very enlightening, it's not too difficult if you have the appropriate background. However, it will take a decent amount of time to fully complete. As part of the specialization, all of the skills I've learned were consolidated and put to an interesting use with this class.",4
algorithmic-thinking-1,"The lectures will not get you near the understanding you'll need to complete the assignments. though the resources will.The application is great, and hard so you'll actually have to understand the material.You have been warned, this course is very different to the other courses in the specialization!",4
arctic-introduction-climate,Excellent initial overview course for people without a knowledge of the Arctic or Environmental Science.,5
arctic-introduction-climate,The content was good and very instructive but the videos and graphic material could be more dynamic and interactive.,4
arctic-introduction-climate,Very interesting,5
arctic-introduction-climate,"Nice overview, gives a good appreciation for changes happening in the Arctic. Sometimes the lecture material is a bit dry and repetitive/slow.",4
arctic-introduction-climate,"The class isn't over but I'm suffering through it, not enjoying it, like I did the dino Uof A classes. Problems: the presenter is HORRIBLE. He's sing-songy, trying to be interesting. Can't you get the dino guy? Or me -I'll do it for free. PAINFUL. Also - you need more graphics. Charging along with Mr. Boring and a map of Alaska behind him as concept after concept - difficult ones for folks who aren't like me with lots of background - is a perfect recipe for lack of comprehension. Even inept and cheesy graphics would be better than nothing. Yes, I noticed that the earth is spinning the wrong way in the ""sun at an angle around the sun"" graphic but who cares? It's something. And yes, I know it's free, and I know you have budgets, but 3 universities can't rustle up a graphics undergrad to help out and call it an internship?? The content is probably better than my perception - and I'm perceiving high! - because I need an aspirin after 20 minutes of Mr. Please Get A Professional Presenter [or at least competent.] I create online education that is nothing better than Powerpoint and a talking head, lack of budget, but at least the head doesn't make people want to drown themselves in a melting glacier.",2
arctic-introduction-climate,"The course content was very interesting, however, the way it was presented was very dull and monotonous. The script was great - very insightful and informative, but having the presenter talk for the whole lecture without more frequent use of diagrams, figures, etc. to help understand the concepts is not helpful and incomprehensible to me. Specially when it comes to a course with so much geographical content, it would be good to have a more consistent depiction of maps. Furthermore, with all the new concepts, visual aid would help students understand what things are and what they look like since the backgrounds chosen for the lectures have little or nothing to do with the course whatsoever.On the other hand, I do think that the questions throughout the videos are extremely useful as they (usually) tackle problems that were not mentioned previously and gets the student to think independently. Finally, the end of lesson tests always have one or two challenging questions which is great. This course has a 5 star potential, so I hope the reviews are being read so they can work towards that goal!",3
arctic-introduction-climate,"I was really excited about this course. I thought the information was of high quality and well presented. However, I did have trouble staying focused. I would have liked more graphics depicting concepts. The presenter had a very monotone voice with a very active face. It was hard to sit through someone just talking at me even if the subject matter is interesting. I look forward to the other Arctic courses and hope they are just are well thought out but a bit more lively. You guys did a great job, keep it up!",4
arctic-introduction-climate,Great! I love the fact that it is a very simple course and information is easy to understand! I also adore the professionalism that is present in every lecture. Absolutely fantastic!,5
arctic-introduction-climate,A very good review of the main topics related to the Arctic and climate change. Final lesson tests are sometimes confusing.,4
arctic-introduction-climate,"Great course, very didactic and a easy way to learn about the Artic.",5
arctic-introduction-climate,very thought provoking,5
arctic-introduction-climate,"Very good, very Canadian.",5
arctic-introduction-climate,"Very interesting course on the Arctic. As an introduction, I appreciated the broad overview of the things affecting the Arctic and thus the global climate. As a neophyte, some of the more technical, scientific aspects were hard to follow but were just as interesting to understand; having the course notes to go back to was helpful!",4
arctic-introduction-climate,"I found the course informative, but the quizzes to be a problem as there were too many multiple answers, so was near impossible to complete the quizzes correctly",4
arctic-introduction-climate,Very interesting course that covers the the Arctic and how it has been impacted by climate change. Overall a qualitative discussion of the Arctic climate that references more detailed quantitative data. The summary sheets for each week are a really helpful reference for the class and beyond.,4
arctic-introduction-climate,"Content was very good. I didn't liked the assignments, they were too short and the answering options were too narrow; sometimes they could be misinterpreted and led to a confusing missing point. I would recommend to add several more questions for each assignment, chosen random for each attempt, put a limit on total attempts and give feedback on answers. Thanks for the course, I enjoyed it a lot; short but precise.",4
arctic-introduction-climate,"Interesting subject, the presenter is hard to listen to though.",2
arctic-introduction-climate,"really interesting, it's a really good base for all to understand the Arctic and a rebound to understand the climat change. I would like to learn more in the pdf lesson, if you'll be able to add some optional lessons to read I would appreciate, but for sur I'll take the next course. It well structure and explain. The other thing is about the test it will be interesting to have all the good answer after we've pass it. Just to understand our mistake",4
arctic-introduction-climate,"An interesting, very well instructed MOOC! Very good lectures and excellent scripts. I also liked the many questions/quizzes that were embedded in the video lectures. If another MOOC was offered by the instructor, I would take it.",5
arctic-introduction-climate,"Good info. Instructor had rather odd body language, but friendly. Had trouble passing a couple of section tests due to ""check all that apply"" questions. Sections on ocean and atmosphere circulation and global warming rather boring and a little harder to follow. Interesting class overall.",4
arctic-introduction-climate,"nice course, well taught, with interesting information",5
arctic-introduction-climate,Very nicely put together and presented into a down to earth course about the Arctic and how climate change is affecting all species of life in the surrounding area.,5
arctic-introduction-climate,"The course is good but it could be improved. For example, I don't think the images on the background (even if they are stunning) are particularly important and I think they could be substituted by plots and schemes referring to the topics (all the presented schemes where helpful, but there would have been more things that would have been good to see visually).",2
arctic-introduction-climate,There is a very technical portion to this class making it difficult for the neophyte to truly understand and explain course content.,3
arctic-introduction-climate,Cool,4
automata-system-validation,"I really like the subject of the course. The presentation was really good. However, some of the concepts were not so easy to understand. The course does not provide any reading, so I had to watch the lectures again if I forget some of the details. Eventually I've started taking detailed notes and added screenshots to my notebook. I wish I could have more exercises just for practice that would not be graded. That would provide a safe env. to learn and practice before taking final tests. Some of the answers to exercises were very helpful to learn the concepts better. So, more such practical exercises would be helpful.",4
automata-system-validation,Thanks a lot to coursera ...,5
automata-system-validation,"Course is mostly theoretical. So far it's difficult to say anything about its practical implications and usefulness. It's my first course on Coursera, so I can't compare. But I think sometimes it lacks a bit clarity, especially considering lecturer's English and bad quality of subtitles which sometimes do not match real lecturer's words. Anyway it was interesting and now I'm really intrigued about how I can apply this new knowledge to real everyday development tasks. Most probably I will try following courses in the specialization. Thanks a lot to authors!",3
automata-system-validation,"Although superficial, it is a very good MOOC for introducing LTS testing.",5
automata-system-validation,Useful introduction.,5
automata-system-validation,very helpful,5
automata-system-validation,Very interesting and a good fine-tuning experience to my brain relating to systems! Awesome!,5
automata-system-validation,"I've learn more thing's in this course..., thank you Coursera :) :) :)",5
basic-modeling,"Excellent content. The instructors are very thorough in their explainations. The only fault I see is that there isn't many students doing the course, and such it is hard to get help, especially if your schedule is tight and you can only do online courses on Saturday and Sunday. Looking forward to taking the Advance course though.",4
basic-modeling,Excellent course. The high level modeling language that is presented is very powerful and relatively simple to use. Maybe a couple of more lecture specifically dedicated to the modeling languange itself would allow easier kick-in to the course.,5
basic-modeling,C,5
basic-modeling,"""Basic Modeling for Discrete Optimiation"" is an excellent course for anyone interested in optimization models, improving their problem-solving skills and have a nice challenge.The explanations and examples are fantastic and all these complemented with the utilization of MiniZinc, which make the course so much natural in comparison to other optimization tools.Highly Recommended 5/5.",5
basic-modeling,Good Assignments.,4
basic-modeling,"Amazing course, amazing material and amazing lessons. For everyone interested in Discrete Optimization MiniZinc is a must know technology and this course does an amazing introduction with lots of different applications.",5
become-a-journalist-capstone,an excellent course in order to start a career as a professional Journalist. Thank you all,5
become-a-journalist-capstone,"Excellent opportunity to show off the skill sets learned . As a returning journalist, I knocked off the rust and picked up a few new skills. Deadlines, which you live on in the industry help you get acquainted with performing work on a tight schedule. This class along with the other offered MSU Journalism Specialization courses will give you what you'll need to get a foot in the door.",5
become-a-journalist-capstone,"Overall this course was great but I wish that the timeline was a little clearer from the get-go. I had to rush at the end because I didn't realize week 2 was for finding sources, week 3 was for contacting them, week 4 was for interviews, etc...If the MSU staff could have given their feedback on our final projects, that would have been another plus, but I know it's difficult with so many students.",4
become-a-journalist-capstone,A great course to learn Journalism,5
become-a-journalist-capstone,"Thank you for sharing us the guidance for creating the Capstone Project, the final Course under Specialization - Journalism, Report the News!Enjoyed it very much, also the time spent to review my peers objectively as much as I enjoyed reading their reviews.Is there going to be other related writing studies from MSU through Coursera?Best Regards,Monika Pandiangan (Monik)",4
behavioral-investing,Excellent course and practical approach,5
behavioral-investing,Great Learning experience & informative!,5
behavioral-investing,This was really a great course and it has given me tool s for proper investment.,4
behavioral-investing,An informative course ; helps in understanding the fundamentals of Behavioral Investing.,5
behavioral-investing,very informative and interestig course,5
behavioralgenetics,Really good video lectures! Pedagogical and with many interesting examples. Could have been a bit more of the statistical stuff in som form of interactive exercises.. Perfect for a first grasp on the field of human behavioral genetics!,4
behavioralgenetics,Highly recommended. I loved the structure - I could watch a lecture every morning on my commute and do a bit of reading over my lunchtime. Matt McGue was a great lecturer who broke down complicated topics into easy to understand chunks. I'm a Psychology beginner but I got a lot out of this course and most of all I really enjoyed it. Definitely give it a go!,5
behavioralgenetics,This was a superb course. Very accessible for the non-specialist. Matt McGue is an excellent lecturer and very clear and conscientious about his subject. I feel I have a stronger grounding in behavioural genetics and am using much of the research in the classroom today. I would recommend this to anyone interested in the influence of genetics on behaviour.,5
behavioralgenetics,Amazing... Thank you for beeing so pationate by the topic and keeping such complicating information so simple and clear.,5
behavioralgenetics,Professor McGue I Love you ! :),5
behavioralgenetics,"Totally awesome! Great content, great techer, all videos are very well organized and well-thought. There is no need to have any previal knowledge in genetics nor psicology, it is meant for anyone who wants to look at the world and people differently!",5
biases-portfolio-selection,Too many errors in the graded assignments.,2
biases-portfolio-selection,Great course!,5
biases-portfolio-selection,Extremely interesting but could be more detailed showing more specific data and examples with downloadable spreadsheets.,4
biases-portfolio-selection,I've learnt a lot with this course. Sometimes we don't stop to think about how to think on making decision.,5
biases-portfolio-selection,"Quite disappointing. Lecturers / tutors no responding in time, and the solution provided are questionable, which already happened in earlier courses of this specialisation.",2
biases-portfolio-selection,Great course on application of behavioural finance in business decision making,5
big-data-project,"This course deserves no starts. There were no instructors answering the many questions raised by the students. There were no explanations for wrong answers, and so no opportunity to learn. I was helping other students understand the assignments, and spent extra time grading submissions as no teaching assistants were available to help.There were a couple of very good teachers in the specialization, however the structure is critically flawed and your time would be better spent studying on your own.Avoid not just the capstone, but this entire series.",1
big-data-project,It was realyy interesting expierence!!!Thank you!,5
big-data-project,Exvellent specialization you can learn alot from this. Recommended.,5
big-data-project,"The course was great for the most part. The material was more challenging than previous courses in the specialization and really helped me pull everything together and understand everything a bit better. I will say that I felt there was a huge gap between what was taught in the Neo4j course and the Neo4j assignment in the Capstone. I'd learned a lot from the assignment, but it took me loads of time and their were parts I still don't really understand. There are also a some broken hyperlinks to previous course material. I'd also like to see better support for a paid service. There is no interaction from a Coursera employee or course instructor in the forums at all. It would be nice to have someone to clarify some instruction or material that may not be clear at times.",4
big-data-project,"The capstone, just like the courses of the specialization are a strong illustration of the problems of higher ed.",1
bilingual,"Very good context, yet the modules could be better distinguished.",4
bilingual,Excellent! I would recommend to all those working on bilingual education and consulting for parents about it.,5
bilingual,I loved the course because I surely learned a lot!!! Thank you!,5
bilingual,"Thanks for providing lots of interesting materials! As for me, i would prefer having more advanced tests and tasks as the given ones did not really help me remember the materials. I would also appreciate having some additional materials on the brain areas in this course, since this area was completely new to me.",3
bilingual,Very useful and scientific oriented,4
bilingual,"Great lecturer giving an up-to-date and accessible state of the research on the bilingual brain, based on a wide range of studies including his own. Great way to get a sense of what neuropsychology is for beginners. I was expecting more on how bilingualism influence the way we think / process information / create, but the response has been that things are much more complex than that... I recommand this course to anyone curious about bilingualism.",5
bilingual,"The content of this course is really interesting and intriguing, but it would better if there are additional sources and information. Also, instead of mainly picture the teacher in the video, it would be nice if there could be more graphics and diagrams to illustrate the idea that the professor is trying to convey. Besides those minor deficiencies, I would say that this is a really good course and will worth your time.",4
bilingual,"A great course for those who are interested in the fascinating bilingual research going on in area. Clearly stated, up-to-date literature shared.",5
bioconductor,very difficult course if you are new to R. Otherwise an okay course,3
bioconductor,"Lots of good data. Really a walk through of coding without too much theory. Would prefer a little more theory. Would have helped in completing the course and capstone. Ended up having to take Eric Lander Intro to Bio course on edx to really understand what I had done. In particular, a better explanation of what is going on at a basic with methylation marks and how the Epigenome Map was constructed.",4
bioconductor,The quizzes were engaging but i think it requires some knowledge in use R for data science. Though i learned a lot. Thanks again.,3
bioconductor,It is a good start for people who study epigenomics!,5
bioconductor,"The course is hard and needs previous knowledge of R. The time for for doing the ""quizes"" are not long. On the other hand, the questions resemble real world bioinformatics problems. The real inconvenience with this course is that the Forum does not work. Because not all that is questioned in the ""quizes"" are thought in the classes. So a help from the Forum is a real need for this course to work smoothly.",4
bioconductor,The course is tough and needs lots of practice and time to handle the stuff explained in this course. In my opinion the stuff should be split into 2 courses (partA and partB) with detailed explanation of every covered topic.,4
bioconductor,A nice course to introduce Bioconductor to students,4
bioconductor,I think it is a good class overall but the pace is fast and the resources that can help you is lacking. This will be good for someone who already kind of understands bioconductor.,4
bioconductor,the class gave me nothing. nobody wan's to waste tons of hours to learn nothing. so I personally think this course is on of the worst classes among the Coursera.,1
bioconductor,Course is not good at all. The instructor assumes that you have a good genomic background.,1
bioconductor,I struggled so hard! No way near the same level as the other courses.Came from Computer science background and felt that I missed so many terms and concepts that were required for this course,1
bioconductor,There is not support in the forum,3
bioconductor,"Very frustrating and disappointing experience. The lectures were hard to follow on many levels:1) The enunciation was unclear and subtitles were often of-the-point, plus they covered-up the code lines that were being discussed.2) The lecturer often failed to explain logical constructs that were being used, despite the fact that the course should have been understandable with no R cran/Bioconductor experience.3) The method arguments were either not explained, or very vaguely mentioned, which means applying them to new situations was unnecessarily complicated.4) No feedback at all was offered from course organisers/reps to anyone, even after complains in discussion forum about quiz questions.5) No feedback for solving the questions/correct answers even after the deadline.6) Quiz questions required methods and logical constructs that were not explained/used/mentioned in the lectures. One quiz lacked background information of what data needed to be used (the info was available in the previous version of the course). Some quiz questions were biologically inaccurate i.e. confusing genes/transcripts/exons.",1
bioconductor,"Discussions in this course are voiceless and dead and the instructor never appears in discussions. I couldn't understand anything from video lectures: cannot understand enunciation not enough detailed, lack of examples related to the assignments. So the only source was repository http://kasperdanielhansen.github.io/genbioconductor/ with html files. And a lot of searching through bioconductor forums.I liked the relevance of quiz questions to real life genomic questions, but all quiz questions were outstandingly difficult, because of both lack of examples in lectures and errors in some packages inside bioconductor.Overall I expected much more from this course and I cannot recommend it to anyone.",2
bioconductor,"Excellent introduction to Bioconductor. Thanks to the team. However, absence of inputs from TA or Instructor was felt in the discussion.",5
bioconductor,I learned a lot from this class and the instructor is good.,5
bioconductor,"Four stars because the content is good. Not five stars because the english is not so good and for a non-english expert it can be difficult to understand, and the subtitle contains quite often errors.",4
build-app,"Nothing much to learn, the videos were rather short. There's no lecture on computing the angles and the full features of the framework. The framework wasn't updated for Swift 3.",1
build-app,waste of time and money,1
build-app,"Why there is no ""minus one"" star? Because one star is way to much for this course. Stay away!",1
build-app,"In this capstone project, you're given a framework to work with, and asked to create an app with pretty minimal required criteria. The problem is, there's very little instructions or support, so it feels like a classroom where the instructor said ""do whatever you want"" and walks out of the door. Overall the specialization feels ill-organized and of questionable quality, and there are plenty of negative sentiments in the forums.",1
build-app,"After the first week, the instructors never showed up to answer a single question in the forums. The capstone project itself was disappointing, I learned much more from doing my own app in class #3.I took the Coursera Android specialization, which was eons better than this. I would not recommend this iOS specialization to anyone. I would never again take a MOOC from U of Toronto.",1
build-app,A Wortlhy Course,5
build-app,"This capstone project was a huge disappointment to me. The course caption stated that this would be where we would use Location, Design and Usability, and Persistence and Settings to build a high quality app. Also stated is that ""you’ll apply your skills to create a fully-functioning photo editing app for iPhone, iPad, and Apple Watch."" Earlier I have also read that we would be allowed to build an app of our choice or according to teacher's specification. That text now seems to have been removed.Anyway, none of these promises were kept. Instead we got something like 20 minutes of lectures in total for the whole four weeks, all on a simple framework to track face features. Unfortunately this framework isn't very competent, so there's only so much you can do with it. Most of us have only placed some static images and simple animations on top of the face shown in the camera view, and that is actually enough to get full marks according to the form used in the peer review. How does that even begin to fulfil the promises of the caption?We have paid as much for this course as for the previous three. There should of course be a similar amount of lectures on more advanced topics like current best practises for UI design, the Location API which was promised, and other interesting things that provide the building blocks for a state of the art iOS app. For a real cornerstone project, I expect that more than 4 weeks would be necessary in order to be able to build a good app, since many of us are doing this on our spare time.I feel sad that I had the misfortune of signing up for this course before it was made, but hope that you will take our collective criticism and make a good course out of this for future students.",1
build-app,The capstone project had nothing to do with the previous three courses.,2
build-app,I'm kind of disappointed with this last level. It isn't really what i expected.,3
build-app,This is a joke.,1
build-app,"If I could, I would rate it 0/5 stars.Do not, I repeat, DO NOT pay and enroll this course. And you will be disappointed if you do. There, now you have been warned.This part of the specialization has been put together in a haste, without effort and absolutely without any care of teaching. I'm completely shocked and disappointed.In other words:It is a complete joke and a sad excuse for a MOOC. Shame on you University of Toronto!Yes, harsh words, and here's why:The course description does not reflect the contents nor the final assignment. Face tracking? That's pretty far from what I expected from this when I paid $284 for the specialization.In total, there is only 25minutes of video lectures. Really? That's it? It's way too little for a capstone project course.Staff does not care about learners's concerns. Zero effort to respond in the discussion forums. It takes days before there is any response at all.The assignment descriptions and requirements are sparse and vague. Why are we doing face tracking when the description talks about location apis and ""putting it all together""?",1
build-app,"The course has been released way too early, clearly it lacks most of its content and what does exist isn't working properly either.",1
business-of-cybersecurity-capstone,"Great course involving ""experiential"" learning!",5
business-of-cybersecurity-capstone,"Thank you, I really love this course and I will make a transition from the Servicedesk officer to Cybersecurity officer. I would like to know about the online degree program. Also, I want to know whether there are assistantships, scholarships and financial aid opportunities.",5
business-of-cybersecurity-capstone,Very nicely conducted course.,5
business-of-cybersecurity-capstone,Great course that provides good insights into the world of CyberSecurity!,5
business-of-cybersecurity-capstone,Very nice capstone project. Really useful and practice related.,5
business-statistics,Very good class that teaches you the basic statistic models and its use in real life. The instructor is extremely clear in teaching and the examples she used are really helpful for understanding and applying. Highly recommend this class!! Take it if you wanna have some knowledge about statistics. And its use in real life is more than I imagined...,5
business-statistics,Excellent Course!! Ms Dutta has profound knowledge and it helped me to implement the concepts learnt in my profession. I'm a Business Analyst and look forward to enrol in all of her courses. Thanks to Coursera for hosting such a great portal!!!,5
business-statistics,Great instructor. Complex topics were taught in an easy-to-follow manner.,5
business-statistics,"A very good course, well presented by the prof. Many examples with solutions in Excel that helped to make it clear.",4
business-statistics,A very good instructor ...totally explain everything,5
business-statistics,Really great course! With a little bit of data you can explain anything! The course is really easy to understand with great and interesting examples! Thanks a lot!,5
business-statistics,Concepts are well explained with very good examples.Also doing it in excel makes it easier.Thanks!Great course for beginners,5
business-statistics,Lucid and follows a step-by-step structure which allows for conceptual clarity.,5
business-statistics,Great insights by the professor!,5
business-statistics,Excellent course. The lectures by Prof. Dutta were clear and to the point. This course helped me in clarifying a lot of doubts.,5
business-statistics,Well thought class by a very professional teacher. Easy to get access to a higher level of statistics.,4
business-statistics,"very interesting, well taught",4
causal-effects,"Unfortunately this course consists of the Professor reading his notes very quickly with rapid listing of concepts and very little time spent explaining complex topics. The quizzes emphasize the terms for various elements of the analysis rather than teaching how to work with the tools to analyze data. There does not seem to be anyone monitoring the course forum and mistakes in quiz questions and questions asked on the forum are not answered or replied to by anyone. I was committed to working with the course but by week 4 it was unfortunately impossible to absorb and there was no way to interact with anyone to get help. I'm sure there is room for improvement on this course and I hope the instructor does work to improve with the course, but currently the course is disappointing as a learning experience.",1
causal-effects,"The course is great. Although it is really fast and requires some advanced understanding of algebra and statistics, it is not bad. However, I would reccommend to expand it and to include the advances in non-manipulative causation, as sustained by proff. J. Pearl and F. Squazzoni (specifically talking about sociology).",4
causal-effects,This is an useful course for medical researchs even though you can apply to other social science.,5
causal-effects,Very good course!,5
causal-effects,Great intro to causal effects. Gives great intuition.,4
causal-effects,I enjoyed the topic. The lectures could be augmented by breaking them up into more pieces (particularly for Instrumental variables and double difference). It would have been nice if additional (optional) readings were listed to give interested students more direction. I also would have liked to see topics added to the course such as propensity score matching.,3
causal-effects,"Material is goodLecture style is dull, monotonous & uninspiringFor best results - follow the advice given in the MOOC, i.e read relevant readings before viewing lectures.",4
causal-effects,This give a very good insight into what i did not know earlier. Thank you Prof. Anders Holm. I recommend this course to all all. I did a lot of learning. Go for it,3
causal-effects,"It teaches an interesting topic, but it's a bit hard to follow the teacher. I learnt from the exercises, mostly.",3
changing-global-order,Undoubtedly one of the best courses. Loved it. The additional readings were really very useful and the lecture content was manageable and interesting. A must try!,5
changing-global-order,I did this course for 2nd time. The course is very interesting & informative. Thank you Coursera & Leiden University.,5
changing-global-order,I enjoyed every moment here. I recommend this course for everyone.,5
changing-global-order,Outstanding course!,5
changing-global-order,"A good global/general overview of oppertunities and threads irt new emerging powers and states!For me, as European, it may had more focus on CSTO instead of NATO (we generally know enough about this organizations, and information about CSTO is more difficult to get (in English/German/French/Dutch)After all a very good course, i'm looking forward to see a followup comming ;-)",4
chemicals-health,Thank you for giving me excellent information on Chemicals and Health. It is very helpful course for me. Thank you Johns Hopkins University and coursera.,5
chemicals-health,Course is well organized and very good presented. You can feel the pre-work behind. Lecturers take their job very seriously. Examinations and peer review assignments lead to review what you've learnt and better understanding. Thanks to all efforts.,5
chemicals-health,That was an interesting coursework. The lectures were taught to the understanding of all.,5
chemicals-health,Nice understanding and structured course. It has strongly deepened my knowledge on health outcomes of chemicals.,5
chemicals-health,Very Good Introduction to Environmental Chemical Exposure,4
chemicals-health,Interesting and clearly presented course. Easy to follow with good explanations and various examples. I have learnt lots of new things. Now my own understandings of a safe environment have developed and I am more cautious. Great job! Thanks,5
chemicals-health,Great course!!!,5
cloud-applications-part2,"I've already written a review for part 1 and I have the same opinion about this one. The course is rather poor and not challenging. Only general information about relevant topics that as well read on wikipedia. No exercises, no code assignments. A lot of this content was repeated from first two parts of this specialization.",1
cloud-applications-part2,good course. I hope it can contain more contents.,4
cloud-applications-part2,"Quizzes are trivial. Makes the certification worthless.Prof. Campbell is not a good lecturer.The topics are treated mostly superficially, then suddenly go into too much detail sometimes (how to use IntelliJ IDEA, machine learning).Subtitles are very buggy.I enjoyed Mr. Farivar's talks much more, it seems like he knows what he is talking about and his presentations are well structured.",2
cloud-applications-part2,Not enough depth. Put another way not a CS course.,3
cloud-applications-part2,Better understanding of latest technology,5
cloud-applications-part2,good practical materials which help to better understand the theories from previous courses,4
cloud-applications-part2,"A very good course, with interesting topics about Big Data, Cloud Computing and MapReduce paradigm with real application examples.",5
cloud-applications-part2,good things to learn about real world big problems,5
cloud-applications-part2,Love this course!!!,5
