course,reviews,tokens,sentiment_scores,label,entropy_values,fuzzy_rating
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",awesome,['awesome'],[0.75],5,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very satisfactory,['satisfactory'],[0.25],3,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",waste of money!,"['waste', 'money']",[-0.0234375],1,[0.9996037156868482],3.003021555303862
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good not best,"['good', 'best']","[0.5648148148148148, 0.48451162790697677]",4,"[0.7557472208646809, 0.8233232038953151]",3.4541742921750216
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",does the job,['job'],[-0.08088235294117647],4,[0.9952758181852421],2.957911088928787
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",pretty good,"['pretty', 'good']","[-0.08333333333333337, 0.5648148148148148]",4,"[0.99498482818597, 0.7557472208646809]",3.25074816008208
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good cooler,"['good', 'cooler']","[0.5648148148148148, 0.08333333333333334]",5,"[0.7557472208646809, 0.9949848281859699]",3.3171116098894644
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worthless,['worthless'],[-0.5],1,[0.8112781244591328],2.722609866868543
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",decent product,"['decent', 'product']",[0.39285714285714285],3,[0.885612871398971],3.3638383674576975
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worst experience ever!,"['worst', 'experience', 'ever']","[-0.63125, -0.015625]",1,"[0.6895549542089607, 0.9998238825988728]",2.8174066584019286
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",useless product,"['useless', 'product']",[-0.5],1,[0.8112781244591328],2.722609866868543
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",excellent,['excellent'],[1.0],5,[0.0],3.926591924841154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)","like an assembled, one can get for 4.5k cheap quality","['assembled', 'get', 'k', 'cheap', 'quality']","[0.010135135135135136, -0.375, 0.35714285714285715]",1,"[0.9999259012185578, 0.8960382325345574, 0.9059282160429991]",3.020394323752577
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",not good,['good'],[0.5648148148148148],2,[0.7557472208646809],3.480658752923455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very good,['good'],[0.5648148148148148],4,[0.7557472208646809],3.480658752923455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",slightly disappointed,"['slightly', 'disappointed']","[0.125, -0.375]",2,"[0.9886994082884974, 0.8960382325345574]",2.924611578230393
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",expected a better product,"['expected', 'better', 'product']","[-0.017857142857142863, 0.5291800000000001]",2,"[0.9997699662429029, 0.787323583326851]",3.261600193739355
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",horrible,['horrible'],[-0.625],1,[0.6962122601251458],2.6061539349632334
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",very poor,['poor'],[-0.4107142857142857],1,[0.874643448443139],2.7814905834659567
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],4,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",useless product,"['useless', 'product']",[-0.5],1,[0.8112781244591328],2.722609866868543
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",simply awesome,"['simply', 'awesome']","[0.25, 0.75]",5,"[0.954434002924965, 0.5435644431995964]",3.4509718719072344
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328],2.722609866868543
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",unsatisfactory,['unsatisfactory'],[-0.5],1,[0.8112781244591328],2.722609866868543
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",classy product,"['classy', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",best in the market!,"['best', 'market']",[0.48451162790697677],5,[0.8233232038953151],3.4285962040857627
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",brilliant,['brilliant'],[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",absolute rubbish!,"['absolute', 'rubbish']",[-0.0625],1,[0.9971803988942642],2.971821072516664
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific,['terrific'],[0.04166666666666663],5,[0.9987472979361685],3.060111715281486
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",terrific purchase,"['terrific', 'purchase']","[0.04166666666666663, 0.025]",5,"[0.9987472979361685, 0.9995491108252483]",3.0524446706323154
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice product,"['nice', 'product']",[0.47916666666666663],4,[0.8273744775003173],3.4249496498800855
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",must buy!,['buy'],[0.1875],5,[0.9744894033980523],3.1984103064949903
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",perfect product!,"['perfect', 'product']",[0.375],5,[0.8960382325345574],3.3506129189009157
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",bad quality,"['bad', 'quality']","[-0.5955882352941176, 0.35714285714285715]",2,"[0.7263179821168531, 0.9059282160429991]",2.9231628895795407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",mind-blowing purchase,"['mindblowing', 'purchase']",[0.025],5,[0.9995491108252483],3.044882834529994
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worth the money,"['worth', 'money']",[0.2],4,[0.9709505944546686],3.2092888104243116
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",worst experience ever!,"['worst', 'experience', 'ever']","[-0.63125, -0.015625]",1,"[0.6895549542089607, 0.9998238825988728]",2.8174066584019286
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",highly recommended,"['highly', 'recommended']","[0.5, 0.25]",5,"[0.8112781244591328, 0.954434002924965]",3.3523785215458908
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",great product,"['great', 'product']",[0.25],5,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",really nice,"['really', 'nice']","[0.375, 0.47916666666666663]",4,"[0.8960382325345574, 0.8273744775003173]",3.3889780385108934
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",wonderful,['wonderful'],[0.75],5,[0.5435644431995964],3.6754123807731456
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just wow!,['wow'],[0.125],5,[0.9886994082884974],3.1426339869492783
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",good quality product,"['good', 'quality', 'product']","[0.5648148148148148, 0.35714285714285715]",4,"[0.7557472208646809, 0.9059282160429991]",3.414115131210351
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",just okay,['okay'],[0.25],3,[0.954434002924965],3.251806535394407
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",super!,['super'],[0.07499999999999998],5,[0.9959386076315955],3.09184706281663
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",nice,['nice'],[0.47916666666666663],3,[0.8273744775003173],3.4249496498800855
"MAHARAJA WHITELINE 65 L Desert Air Cooler??????(White, Grey, Rambo Grey / AC-303)",fabulous!,['fabulous'],[0.16666666666666666],5,[0.9798687566511528],3.1800719221167455
